Cliente_ID,Genero,Adulto_Mayor,Pareja,Cargas,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Fuga,Cargo_Mensual,Cargo_Total,Comuna
5028-HTLJB,Masculino,1,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,10025.0,10025.0,Chiguayante
9801-GDWGV,Femenino,0,No,No,39,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,51725.0,1997225.0,Hualpen
6542-LWGXJ,Masculino,0,Si,No,3,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,12500.0,39125.0,Chiguayante
5567-GZKQY,Masculino,0,No,No,58,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,10150.0,565750.0,Talcahuano
1222-LRYKO,Masculino,0,No,Si,6,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,13175.0,92025.0,Talcahuano
2320-JRSDE,Femenino,0,Si,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,9950.0,9950.0,Talcahuano
2087-QAREY,Femenino,0,Si,No,22,Si,No,ADSL/Cobre,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,27350.0,589375.0,Chiguayante
0601-WZHJF,Masculino,0,Si,No,14,No,Sin linea,ADSL/Cobre,No,No,No,No,Si,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,23175.0,333850.0,Hualpen
4423-JWZJN,Masculino,0,Si,Si,64,Si,Si,Fibra Optica,No,No,Si,No,No,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,45125.0,2814575.0,Concepcion
5143-WMWOG,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,9975.0,9975.0,Talcahuano
6490-FGZAT,Masculino,0,No,No,6,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10325.0,54650.0,Hualpen
5393-RXQSZ,Masculino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,39800.0,39800.0,Concepcion
7452-FOLON,Masculino,0,No,Si,39,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,12725.0,479225.0,Talcahuano
2320-TZRRH,Femenino,0,No,No,20,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9750.0,201575.0,Concepcion
0231-LXVAP,Masculino,0,No,No,1,Si,No,Fibra Optica,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37950.0,37950.0,Concepcion
9444-JTXHZ,Masculino,0,Si,No,1,Si,No,Fibra Optica,No,No,Si,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,38100.0,38100.0,Concepcion
4942-VZZOM,Masculino,0,Si,No,64,Si,Si,ADSL/Cobre,Si,No,No,No,Si,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,33075.0,2196250.0,Talcahuano
5510-BOIUJ,Masculino,0,No,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,9625.0,9625.0,Hualpen
7502-BNYGS,Femenino,0,Si,No,46,Si,No,ADSL/Cobre,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,34550.0,1584000.0,Hualpen
4291-HYEBC,Femenino,1,Si,Si,28,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,19550.0,548300.0,Concepcion
6147-CBCRA,Femenino,0,Si,No,33,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10025.0,334725.0,Talcahuano
6047-SUHPR,Masculino,0,Si,Si,39,Si,No,ADSL/Cobre,Si,Si,Si,No,No,No,Plan 12 Meses,No,Transferencia/Webpay,No,29900.0,1171925.0,Hualpen
4471-KXAUH,Femenino,0,Si,No,42,Si,Si,Fibra Optica,No,No,Si,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42150.0,1794200.0,San Pedro de la Paz
9752-ZNQUT,Femenino,0,No,No,1,Si,No,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,24300.0,24300.0,Talcahuano
7638-QVMVY,Femenino,0,No,No,7,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39500.0,261475.0,San Pedro de la Paz
1576-PFZIW,Masculino,1,Si,No,70,Si,No,Fibra Optica,Si,Si,Si,No,Si,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,52675.0,3755950.0,Hualpen
5666-MBJPT,Masculino,0,No,No,65,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAC (Cta Cte),No,12550.0,862500.0,Talcahuano
7312-XSBAT,Masculino,0,No,No,1,Si,No,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,24875.0,24875.0,Talcahuano
3096-GKWEB,Masculino,0,Si,No,18,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,47375.0,845950.0,Concepcion
2371-JQHZZ,Masculino,0,Si,No,24,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,46500.0,1124025.0,Chiguayante
0674-GCDXG,Masculino,0,No,No,63,Si,Si,ADSL/Cobre,Si,No,Si,Si,No,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,35950.0,2239600.0,Chiguayante
1121-QSIVB,Femenino,0,No,Si,44,Si,Si,ADSL/Cobre,No,Si,No,No,Si,Si,Plan 12 Meses,Si,Caja Vecina/Servipag,No,38775.0,1735550.0,Talcahuano
4396-KLSEH,Masculino,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,9925.0,31500.0,San Pedro de la Paz
3244-DCJWY,Femenino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,35125.0,35125.0,Concepcion
2824-MYYBN,Femenino,0,Si,Si,37,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,47625.0,1657075.0,San Pedro de la Paz
0875-CABNR,Femenino,1,No,No,10,Si,No,Fibra Optica,No,No,Si,No,No,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,42300.0,432775.0,Chiguayante
6345-HOVES,Masculino,0,No,No,34,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,12525.0,426350.0,Chiguayante
8318-LCNBW,Masculino,0,Si,No,35,No,Sin linea,ADSL/Cobre,Si,No,Si,No,Si,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,26575.0,965450.0,Hualpen
6469-QJKZW,Femenino,0,Si,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,10075.0,45700.0,San Pedro de la Paz
0147-ESWWR,Femenino,1,Si,No,39,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,50625.0,1974575.0,San Pedro de la Paz
1217-VASWC,Masculino,1,Si,No,43,Si,No,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,50275.0,2152000.0,Concepcion
7812-FZHPE,Femenino,0,Si,Si,17,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,12050.0,204950.0,Chiguayante
6370-ZVHDV,Femenino,0,Si,No,61,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12650.0,777450.0,San Pedro de la Paz
5915-DGNVC,Femenino,0,Si,No,49,Si,Si,ADSL/Cobre,Si,Si,Si,No,No,Si,Plan 12 Meses,No,Transferencia/Webpay,No,35900.0,1736025.0,San Pedro de la Paz
6260-XLACS,Masculino,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9850.0,58900.0,Hualpen
3566-CAAYU,Femenino,0,Si,Si,64,No,Sin linea,ADSL/Cobre,No,Si,Si,Si,No,Si,Plan 24 Meses,No,Transferencia/Webpay,No,24925.0,1605175.0,San Pedro de la Paz
4983-CCWMC,Masculino,0,No,No,3,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,34800.0,103700.0,Concepcion
9103-CXVOK,Masculino,0,Si,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,9875.0,9875.0,Hualpen
2896-TBNBE,Masculino,0,Si,No,40,Si,No,Fibra Optica,No,Si,Si,No,No,No,Plan 12 Meses,No,Transferencia/Webpay,No,40400.0,1566375.0,San Pedro de la Paz
4797-AXPXK,Femenino,0,No,Si,1,Si,No,ADSL/Cobre,Si,Si,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,30000.0,30000.0,San Pedro de la Paz
5229-PRWKT,Masculino,0,No,No,8,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,43275.0,324825.0,Concepcion
6982-UQZLY,Femenino,1,Si,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,10425.0,10425.0,Concepcion
2522-WLNSF,Femenino,1,Si,No,34,Si,No,ADSL/Cobre,No,No,Si,Si,Si,No,Plan 12 Meses,No,PAC (Cta Cte),No,32100.0,1053150.0,Chiguayante
3841-CONLJ,Femenino,0,Si,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,17500.0,17500.0,Hualpen
5057-LCOUI,Femenino,0,No,No,39,No,Sin linea,ADSL/Cobre,No,No,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,25375.0,1005700.0,Hualpen
0193-ESZXP,Femenino,1,Si,No,58,Si,No,Fibra Optica,Si,Si,No,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),Si,52750.0,3102750.0,Concepcion
4475-NVTLU,Masculino,0,Si,Si,45,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Transferencia/Webpay,No,9600.0,451850.0,Hualpen
4369-HTUIF,Masculino,1,No,No,6,Si,No,Fibra Optica,Si,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,42575.0,251800.0,Concepcion
9386-LDCZR,Masculino,0,No,No,43,Si,No,Fibra Optica,Si,Si,Si,Si,No,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,45325.0,1941150.0,Concepcion
9585-KKMFD,Masculino,0,Si,Si,41,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,10000.0,439900.0,Talcahuano
5399-ZIMKF,Masculino,0,No,No,5,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,37325.0,191825.0,Talcahuano
0336-KXKFK,Masculino,0,No,No,72,No,Sin linea,ADSL/Cobre,Si,No,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,30600.0,2195125.0,Talcahuano
5619-XZZKR,Masculino,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9975.0,34100.0,Talcahuano
3948-FVVRP,Masculino,0,Si,Si,9,Si,No,ADSL/Cobre,No,Si,No,Si,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,27400.0,226400.0,Chiguayante
5327-XOKKY,Masculino,1,Si,No,72,Si,Si,ADSL/Cobre,No,No,Si,No,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,36725.0,2664500.0,Concepcion
0983-TATYJ,Femenino,0,Si,No,33,Si,No,ADSL/Cobre,No,No,No,Si,No,No,Plan 12 Meses,Si,Caja Vecina/Servipag,No,25725.0,879450.0,Chiguayante
1813-JYWTO,Femenino,0,Si,No,72,Si,Si,Fibra Optica,Si,No,No,No,No,No,Plan 24 Meses,No,PAC (Cta Cte),No,40225.0,2868800.0,Concepcion
0156-FVPTA,Masculino,0,Si,No,22,Si,No,ADSL/Cobre,Si,No,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,27100.0,576350.0,Talcahuano
1984-FCOWB,Femenino,0,Si,No,70,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,Si,54750.0,3837275.0,Chiguayante
0654-HMSHN,Masculino,0,Si,Si,21,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,52200.0,1078975.0,Talcahuano
6719-OXYBR,Masculino,0,No,No,15,Si,No,Fibra Optica,No,No,Si,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,42650.0,609925.0,Chiguayante
3312-ZWLGF,Masculino,1,Si,No,29,Si,Si,Fibra Optica,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,39650.0,1207275.0,Concepcion
6476-YHMGA,Femenino,0,Si,Si,15,Si,No,ADSL/Cobre,No,Si,Si,Si,Si,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),No,38250.0,577800.0,Talcahuano
5287-QWLKY,Masculino,1,Si,Si,71,Si,Si,Fibra Optica,Si,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,52550.0,3774050.0,Concepcion
0795-XCCTE,Masculino,1,No,No,72,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12700.0,904675.0,Chiguayante
0168-XZKBB,Femenino,0,Si,No,19,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,43425.0,782200.0,San Pedro de la Paz
3785-NRHYR,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9825.0,9825.0,San Pedro de la Paz
5196-SGOAK,Femenino,0,No,No,1,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37850.0,37850.0,Concepcion
4537-DKTAL,Femenino,0,No,No,2,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,22775.0,42200.0,Talcahuano
7072-MBHEV,Femenino,1,Si,Si,11,Si,Si,Fibra Optica,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,39050.0,432425.0,Concepcion
5602-BVFMK,Femenino,0,No,No,12,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9650.0,114375.0,Chiguayante
6297-NOOPG,Femenino,0,Si,No,70,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,No,55250.0,3876025.0,Talcahuano
1891-UAWWU,Femenino,1,Si,No,20,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,45400.0,975500.0,San Pedro de la Paz
8204-TIFGJ,Femenino,0,No,No,23,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,10150.0,235300.0,Chiguayante
8050-DVOJX,Masculino,1,No,No,49,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,40675.0,2030450.0,Hualpen
6108-OQZDQ,Femenino,0,Si,Si,4,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,48975.0,192250.0,Concepcion
0363-QJVFX,Masculino,0,No,No,32,Si,Si,Fibra Optica,Si,Si,No,Si,Si,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,54075.0,1716450.0,San Pedro de la Paz
8903-XEBGX,Masculino,0,No,Si,2,Si,No,ADSL/Cobre,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,27650.0,54325.0,Hualpen
8169-SAEJD,Masculino,1,Si,No,69,No,Sin linea,ADSL/Cobre,Si,Si,No,No,Si,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,28275.0,1976325.0,Talcahuano
9840-DVNDC,Masculino,0,No,No,6,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,40250.0,231525.0,Hualpen
1089-XZWHH,Femenino,0,Si,Si,24,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,9850.0,247025.0,Concepcion
2325-WINES,Femenino,0,No,No,32,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,52025.0,1708425.0,Concepcion
6064-ZATLR,Femenino,0,No,No,27,Si,No,ADSL/Cobre,Si,Si,No,No,No,No,Plan 24 Meses,No,PAC (Cta Cte),No,26425.0,749325.0,Talcahuano
3096-JRDSO,Femenino,1,Si,No,27,Si,Si,Fibra Optica,Si,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,52150.0,1433875.0,San Pedro de la Paz
7824-PANSQ,Masculino,0,No,No,58,Si,Si,Fibra Optica,No,No,No,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,40325.0,2403675.0,San Pedro de la Paz
8042-JVNFH,Masculino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,35675.0,35675.0,Concepcion
9648-BCHKM,Femenino,0,Si,Si,18,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,12325.0,235675.0,Hualpen
2888-ADFAO,Femenino,0,Si,Si,47,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAC (Cta Cte),No,10650.0,520900.0,Chiguayante
8707-HOEDG,Femenino,0,Si,Si,70,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,No,55100.0,3844900.0,San Pedro de la Paz
3374-LXDEV,Femenino,0,No,No,13,Si,Si,Fibra Optica,No,Si,Si,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,44700.0,566175.0,Concepcion
4072-IPYLT,Femenino,0,Si,Si,36,Si,No,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,25525.0,907500.0,Talcahuano
7167-PCEYD,Masculino,0,No,No,67,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,9900.0,655650.0,Hualpen
4936-YPJNK,Femenino,0,No,No,10,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,9950.0,99725.0,San Pedro de la Paz
1580-BMCMR,Masculino,1,No,No,19,Si,No,Fibra Optica,Si,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,43650.0,818650.0,San Pedro de la Paz
4817-KEQSP,Femenino,0,Si,Si,71,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,9925.0,663175.0,San Pedro de la Paz
6408-WHTEF,Masculino,0,Si,Si,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,44700.0,3188275.0,Talcahuano
9251-AWQGT,Femenino,0,Si,Si,48,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10000.0,467950.0,Chiguayante
8749-CLJXC,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10025.0,10025.0,Hualpen
7989-VCQOH,Masculino,0,Si,Si,18,Si,No,ADSL/Cobre,Si,No,Si,Si,Si,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,41625.0,805575.0,Talcahuano
5049-GLYVG,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,10300.0,10300.0,San Pedro de la Paz
4199-QHJNM,Masculino,1,Si,No,67,Si,Si,Fibra Optica,No,Si,No,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,51450.0,3494850.0,Talcahuano
8882-TLVRW,Masculino,0,Si,Si,69,No,Sin linea,ADSL/Cobre,Si,No,Si,Si,No,No,Plan 24 Meses,No,Caja Vecina/Servipag,No,19550.0,1389750.0,San Pedro de la Paz
5883-GTGVD,Masculino,0,No,No,19,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,49975.0,965875.0,San Pedro de la Paz
5135-GRQJV,Masculino,1,Si,No,72,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,57250.0,4165975.0,Concepcion
2384-OVPSA,Femenino,1,No,No,38,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10100.0,367950.0,Concepcion
1371-WEPDS,Masculino,1,Si,No,40,Si,No,ADSL/Cobre,No,No,No,No,No,Si,Plan 12 Meses,No,Transferencia/Webpay,No,27900.0,1141650.0,Talcahuano
3580-GICBM,Femenino,0,Si,Si,61,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,12100.0,722600.0,Concepcion
4817-QRJSX,Femenino,0,No,No,10,Si,Si,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,40500.0,409025.0,San Pedro de la Paz
9730-DRTMJ,Masculino,0,Si,No,32,Si,Si,ADSL/Cobre,Si,No,No,Si,Si,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,36400.0,1166525.0,San Pedro de la Paz
4686-UXDML,Femenino,0,No,No,21,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,49925.0,996275.0,Concepcion
3349-ANQNH,Femenino,1,No,No,59,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,49750.0,2945000.0,San Pedro de la Paz
2398-YPMUR,Femenino,1,Si,No,13,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,35075.0,458375.0,Concepcion
0932-YIXYU,Femenino,0,No,No,47,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,10125.0,514900.0,Talcahuano
7480-SPLEF,Masculino,0,Si,Si,69,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAC (Cta Cte),No,13000.0,898275.0,Concepcion
7636-XUHWW,Masculino,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,9950.0,16850.0,Talcahuano
1431-CYWMH,Femenino,0,Si,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,PAC (Cta Cte),No,9525.0,227025.0,Concepcion
5937-EORGB,Masculino,1,Si,No,15,Si,Si,Fibra Optica,Si,No,Si,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,48250.0,696125.0,Chiguayante
6349-JDHQP,Femenino,0,No,No,53,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,9925.0,524800.0,Hualpen
5539-HIVAK,Femenino,1,Si,No,28,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,12850.0,367300.0,Concepcion
5847-MXBEO,Masculino,0,No,No,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10150.0,237550.0,Talcahuano
9985-MWVIX,Femenino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,35075.0,35075.0,Concepcion
4583-PARNH,Masculino,1,Si,No,16,Si,No,Fibra Optica,No,No,Si,Si,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,45775.0,770025.0,Chiguayante
1116-FRYVH,Femenino,0,Si,Si,48,No,Sin linea,ADSL/Cobre,Si,Si,No,Si,No,No,Plan 24 Meses,No,Caja Vecina/Servipag,No,19700.0,989325.0,Chiguayante
1421-HCERK,Masculino,1,Si,No,30,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,52850.0,1590900.0,Chiguayante
